datetime,low_price,stock_units,unrealized_stock_mtm,stock_avg_price,accumulated_stocks_count,Trigger_limit,Accumulated_limit
04-01-2021 09:30,373.11,1,-2.22,375.33,0,0,0
04-01-2021 10:00,372.14,1,-3.19,375.33,0,0,0
04-01-2021 10:30,369.82,1,-5.51,375.33,0,0,0
04-01-2021 11:00,367.68,1,-7.65,375.33,0,0,0
04-01-2021 11:30,366.7,1,-8.63,375.33,0,0,0
04-01-2021 12:00,364.82,1,-10.51,375.33,0,0,0
04-01-2021 12:30,365.02,1,-10.31,375.33,0,0,0
04-01-2021 13:00,366.08,1,-9.25,375.33,0,0,0
04-01-2021 13:30,367.39,1,-7.94,375.33,0,0,0
04-01-2021 14:00,367.25,1,-8.08,375.33,0,0,0
04-01-2021 14:30,366.6,1,-8.73,375.33,0,0,0
04-01-2021 15:00,367.05,1,-8.28,375.33,0,0,0
04-01-2021 15:30,367.23,1,-8.1,375.33,0,0,0
05-01-2021 09:30,368.1,0,0,0,0,0,0
05-01-2021 10:00,369.29,0,0,0,0,0,0
05-01-2021 10:30,368.44,0,0,0,0,0,0
05-01-2021 11:00,368.33,0,0,0,0,0,0
05-01-2021 11:30,369.5,0,0,0,0,0,0
05-01-2021 12:00,369.67,0,0,0,0,0,0
05-01-2021 12:30,369.87,0,0,0,0,0,0
05-01-2021 13:00,370.35,0,0,0,0,0,0
05-01-2021 13:30,370.38,0,0,0,0,0,0
05-01-2021 14:00,370.9,0,0,0,0,0,0
05-01-2021 14:30,371.37,0,0,0,0,0,0
05-01-2021 15:00,371.04,0,0,0,0,0,0
05-01-2021 15:30,370.86,0,0,0,0,0,0
06-01-2021 09:30,369.12,1,-0.36,369.48,0,0,0
06-01-2021 10:00,371.96,3,3.3799,370.8333667,0,0,0
06-01-2021 10:30,373.81,4,9.7649,371.368775,1,0,0
06-01-2021 11:00,375.02,6,15.5949,372.42085,3,0,0
06-01-2021 11:30,375.11,7,15.3049,372.9235857,4,0,0
06-01-2021 12:00,375.41,7,17.4049,372.9235857,4,0,0
06-01-2021 12:30,375.74,7,19.7149,372.9235857,4,0,0
06-01-2021 13:00,376.09,7,22.1649,372.9235857,4,0,0
06-01-2021 13:30,376.12,7,22.3749,372.9235857,4,0,0
06-01-2021 14:00,374.32,7,9.7749,372.9235857,4,0,0
06-01-2021 14:30,373,7,0.5349,372.9235857,4,0,0
06-01-2021 15:00,372.9,7,-0.1651,372.9235857,4,0,0
06-01-2021 15:30,372.83,7,-0.6551,372.9235857,4,0,0
07-01-2021 09:30,375.92,4,5.715,374.49125,4,0,0
07-01-2021 10:00,377.77,4,13.115,374.49125,4,0,0
07-01-2021 10:30,378.83,4,17.355,374.49125,4,0,0
07-01-2021 11:00,378.79,4,17.195,374.49125,4,0,0
07-01-2021 11:30,378.65,4,16.635,374.49125,4,0,0
07-01-2021 12:00,378.32,4,15.315,374.49125,4,0,0
07-01-2021 12:30,378.45,4,15.835,374.49125,4,0,0
07-01-2021 13:00,378.44,4,15.795,374.49125,4,0,0
07-01-2021 13:30,378.49,4,15.995,374.49125,4,0,0
07-01-2021 14:00,378.69,4,16.795,374.49125,4,0,0
07-01-2021 14:30,378.74,4,16.995,374.49125,4,0,0
07-01-2021 15:00,378.84,4,17.395,374.49125,4,0,0
07-01-2021 15:30,378.96,4,17.875,374.49125,4,0,0
08-01-2021 09:30,380.05,5,21.565,375.737,0,0,0
08-01-2021 10:00,378.85,1,-1.87,380.72,0,0,0
08-01-2021 10:30,378.91,1,-1.81,380.72,0,0,0
08-01-2021 11:00,379.57,1,-1.15,380.72,0,0,0
08-01-2021 11:30,379.55,1,-1.17,380.72,0,0,0
08-01-2021 12:00,379.61,1,-1.11,380.72,0,0,0
08-01-2021 12:30,379.61,1,-1.11,380.72,0,0,0
08-01-2021 13:00,377.81,1,-2.91,380.72,0,0,0
08-01-2021 13:30,377.11,1,-3.61,380.72,0,0,0
08-01-2021 14:00,378.17,1,-2.55,380.72,0,0,0
08-01-2021 14:30,378.83,1,-1.89,380.72,0,0,0
08-01-2021 15:00,379.96,1,-0.76,380.72,0,0,0
08-01-2021 15:30,380.23,1,-0.49,380.72,0,0,0
11-01-2021 09:30,377.72,1,-0.1,377.82,0,0,0
11-01-2021 10:00,378.84,2,0.89,378.395,1,0,0
11-01-2021 10:30,378.97,2,1.15,378.395,1,0,0
11-01-2021 11:00,378.6,2,0.41,378.395,1,0,0
11-01-2021 11:30,379.58,2,2.37,378.395,1,0,0
11-01-2021 12:00,379.72,2,2.65,378.395,1,0,0
11-01-2021 12:30,379.88,3,2.8,378.9466667,2,0,0
11-01-2021 13:00,379.67,3,2.17,378.9466667,2,0,0
11-01-2021 13:30,378.78,4,-2.01,379.2825,3,0,0
11-01-2021 14:00,378.32,4,-3.85,379.2825,3,0,0
11-01-2021 14:30,378.45,4,-3.33,379.2825,3,0,0
11-01-2021 15:00,378.23,4,-4.21,379.2825,3,0,0
11-01-2021 15:30,378.12,4,-4.65,379.2825,3,0,0
12-01-2021 09:30,377.75,3,-6.06,379.77,3,0,0
12-01-2021 10:00,378.28,3,-4.47,379.77,3,0,0
12-01-2021 10:30,378.85,3,-2.76,379.77,3,0,0
12-01-2021 11:00,378.81,3,-2.88,379.77,3,0,0
12-01-2021 11:30,377.86,3,-5.73,379.77,3,0,0
12-01-2021 12:00,376.38,3,-10.17,379.77,3,0,0
12-01-2021 12:30,377.02,3,-8.25,379.77,3,0,0
12-01-2021 13:00,377.8,3,-5.91,379.77,3,0,0
12-01-2021 13:30,378.41,3,-4.08,379.77,3,0,0
12-01-2021 14:00,378.79,3,-2.94,379.77,3,0,0
12-01-2021 14:30,378.18,3,-4.77,379.77,3,0,0
12-01-2021 15:00,378.58,3,-3.57,379.77,3,0,0
12-01-2021 15:30,378.62,3,-3.45,379.77,3,0,0
13-01-2021 09:30,378.575,4,-3.78,379.52,0,0,0
13-01-2021 10:00,377.86,3,-5.53,379.7033333,0,0,0
13-01-2021 10:30,379.17,3,-1.6,379.7033333,0,0,0
13-01-2021 11:00,379.22,3,-1.45,379.7033333,0,0,0
13-01-2021 11:30,379.42,3,-0.85,379.7033333,0,0,0
13-01-2021 12:00,379.09,3,-1.84,379.7033333,0,0,0
13-01-2021 12:30,379.36,3,-1.03,379.7033333,0,0,0
13-01-2021 13:00,379.945,2,1.1169,379.38655,1,0,0
13-01-2021 13:30,380.04,2,1.3069,379.38655,1,0,0
13-01-2021 14:00,379.87,2,0.9669,379.38655,1,0,0
13-01-2021 14:30,380.11,2,1.4469,379.38655,1,0,0
13-01-2021 15:00,379.72,2,0.6669,379.38655,1,0,0
13-01-2021 15:30,379.62,2,0.4669,379.38655,1,0,0
14-01-2021 09:30,380.24,1,0.2369,380.0031,1,0,0
14-01-2021 10:00,380.5,1,0.4969,380.0031,1,0,0
14-01-2021 10:30,380.37,1,0.3669,380.0031,1,0,0
14-01-2021 11:00,380.41,1,0.4069,380.0031,1,0,0
14-01-2021 11:30,380.18,1,0.1769,380.0031,1,0,0
14-01-2021 12:00,380.1,1,0.0969,380.0031,1,0,0
14-01-2021 12:30,379.84,1,-0.1631,380.0031,1,0,0
14-01-2021 13:00,380.09,1,0.0869,380.0031,1,0,0
14-01-2021 13:30,380.16,1,0.1569,380.0031,1,0,0
14-01-2021 14:00,379.99,1,-0.0131,380.0031,1,0,0
14-01-2021 14:30,379.66,1,-0.3431,380.0031,1,0,0
14-01-2021 15:00,378.58,1,-1.4231,380.0031,1,0,0
14-01-2021 15:30,378.1,1,-1.9031,380.0031,1,0,0
15-01-2021 09:30,376.64,2,-3.4531,378.36655,1,0,0
15-01-2021 10:00,373.73,2,-9.2731,378.36655,1,0,0
15-01-2021 10:30,374.14,2,-8.4531,378.36655,1,0,0
15-01-2021 11:00,374.32,2,-8.0931,378.36655,1,0,0
15-01-2021 11:30,375.93,3,-3.6931,377.1610333,1,0,0
15-01-2021 12:00,375.7,3,-4.3831,377.1610333,1,0,0
15-01-2021 12:30,376.1,3,-3.1831,377.1610333,1,0,0
15-01-2021 13:00,376.2,3,-2.8831,377.1610333,1,0,0
15-01-2021 13:30,376.56,3,-1.8031,377.1610333,1,0,0
15-01-2021 14:00,376.32,3,-2.5231,377.1610333,1,0,0
15-01-2021 14:30,376.42,3,-2.2231,377.1610333,1,0,0
15-01-2021 15:00,375.98,3,-3.5431,377.1610333,1,0,0
15-01-2021 15:30,375.41,3,-5.2531,377.1610333,1,0,0
19-01-2021 09:30,377.08,2,-4.2031,379.18155,1,0,0
19-01-2021 10:00,377.04,2,-4.2831,379.18155,1,0,0
19-01-2021 10:30,377.35,2,-3.6631,379.18155,1,0,0
19-01-2021 11:00,376.75,2,-4.8631,379.18155,1,0,0
19-01-2021 11:30,377.01,2,-4.3431,379.18155,1,0,0
19-01-2021 12:00,377.58,2,-3.2031,379.18155,1,0,0
19-01-2021 12:30,377.91,2,-2.5431,379.18155,1,0,0
19-01-2021 13:00,378.64,2,-1.0831,379.18155,1,0,0
19-01-2021 13:30,378.69,3,-1.2931,379.1210333,2,0,0
19-01-2021 14:00,378.83,3,-0.8731,379.1210333,2,0,0
19-01-2021 14:30,378.53,3,-1.7731,379.1210333,2,0,0
19-01-2021 15:00,378.75,3,-1.1131,379.1210333,2,0,0
19-01-2021 15:30,378.59,3,-1.5931,379.1210333,2,0,0
20-01-2021 09:30,380.72,3,2.0269,380.0443667,0,0,0
20-01-2021 10:00,381.35,1,0.22,381.13,0,0,0
20-01-2021 10:30,382.34,2,1.575,381.5525,0,0,0
20-01-2021 11:00,382.19,3,0.455,382.0383333,0,0,0
20-01-2021 11:30,382.52,3,1.445,382.0383333,0,0,0
20-01-2021 12:00,382.95,3,2.735,382.0383333,0,0,0
20-01-2021 12:30,383.36,3,3.965,382.0383333,0,0,0
20-01-2021 13:00,383.69,3,4.955,382.0383333,0,0,0
20-01-2021 13:30,383.615,4,4.345,382.52875,1,0,0
20-01-2021 14:00,383.41,4,3.525,382.52875,1,0,0
20-01-2021 14:30,383.9,4,5.485,382.52875,1,0,0
20-01-2021 15:00,383.82,4,5.165,382.52875,1,0,0
20-01-2021 15:30,383.84,4,5.245,382.52875,1,0,0
21-01-2021 09:30,383.25,1,-0.75,384,1,0,0
21-01-2021 10:00,383.6,1,-0.4,384,1,0,0
21-01-2021 10:30,384.63,1,0.63,384,1,0,0
21-01-2021 11:00,384.24,1,0.24,384,1,0,0
21-01-2021 11:30,383.68,1,-0.32,384,1,0,0
21-01-2021 12:00,383.3,1,-0.7,384,1,0,0
21-01-2021 12:30,383.45,1,-0.55,384,1,0,0
21-01-2021 13:00,383.85,1,-0.15,384,1,0,0
21-01-2021 13:30,384.04,1,0.04,384,1,0,0
21-01-2021 14:00,384.12,1,0.12,384,1,0,0
21-01-2021 14:30,384.62,1,0.62,384,1,0,0
21-01-2021 15:00,384.48,1,0.48,384,1,0,0
21-01-2021 15:30,384.06,1,0.06,384,1,0,0
22-01-2021 09:30,382.16,2,-2,383.16,0,0,0
22-01-2021 10:00,381.95,3,-2.7,382.85,0,0,0
22-01-2021 10:30,381.85,2,-0.85,382.275,0,0,0
22-01-2021 11:00,382.62,2,0.69,382.275,0,0,0
22-01-2021 11:30,382.62,2,0.69,382.275,0,0,0
22-01-2021 12:00,383.29,2,2.03,382.275,0,0,0
22-01-2021 12:30,383.42,2,2.29,382.275,0,0,0
22-01-2021 13:00,382.94,2,1.33,382.275,0,0,0
22-01-2021 13:30,383.22,2,1.89,382.275,0,0,0
22-01-2021 14:00,383.03,2,1.51,382.275,0,0,0
22-01-2021 14:30,383.25,2,1.95,382.275,0,0,0
22-01-2021 15:00,383.17,2,1.79,382.275,0,0,0
22-01-2021 15:30,382.8,2,1.05,382.275,0,0,0
25-01-2021 09:30,383.32,1,-0.37,383.69,0,0,0
25-01-2021 10:00,383.71,1,0.02,383.69,0,0,0
25-01-2021 10:30,381.12,1,-2.57,383.69,0,0,0
25-01-2021 11:00,378.48,1,-5.21,383.69,0,0,0
25-01-2021 11:30,380.25,1,-3.44,383.69,0,0,0
25-01-2021 12:00,380.96,1,-2.73,383.69,0,0,0
25-01-2021 12:30,380.98,1,-2.71,383.69,0,0,0
25-01-2021 13:00,382.5,1,-1.19,383.69,0,0,0
25-01-2021 13:30,382.98,1,-0.71,383.69,0,0,0
25-01-2021 14:00,382.88,1,-0.81,383.69,0,0,0
25-01-2021 14:30,383.33,1,-0.36,383.69,0,0,0
25-01-2021 15:00,382.44,1,-1.25,383.69,0,0,0
25-01-2021 15:30,382.86,1,-0.83,383.69,0,0,0
26-01-2021 09:30,384.4,0,0,0,0,0,0
26-01-2021 10:00,383.83,0,0,0,0,0,0
26-01-2021 10:30,384.22,0,0,0,0,0,0
26-01-2021 11:00,383.9,0,0,0,0,0,0
26-01-2021 11:30,383.58,0,0,0,0,0,0
26-01-2021 12:00,383.62,0,0,0,0,0,0
26-01-2021 12:30,383.65,0,0,0,0,0,0
26-01-2021 13:00,383.94,0,0,0,0,0,0
26-01-2021 13:30,384.36,0,0,0,0,0,0
26-01-2021 14:00,384.13,0,0,0,0,0,0
26-01-2021 14:30,384.175,0,0,0,0,0,0
26-01-2021 15:00,384.38,0,0,0,0,0,0
26-01-2021 15:30,383.54,0,0,0,0,0,0
27-01-2021 09:30,375.64,1,-4.58,380.22,0,0,0
27-01-2021 10:00,377.22,1,-3,380.22,0,0,0
27-01-2021 10:30,378.28,1,-1.94,380.22,0,0,0
27-01-2021 11:00,377.95,1,-2.27,380.22,0,0,0
27-01-2021 11:30,376.18,1,-4.04,380.22,0,0,0
27-01-2021 12:00,375.93,1,-4.29,380.22,0,0,0
27-01-2021 12:30,376.94,1,-3.28,380.22,0,0,0
27-01-2021 13:00,377.7,1,-2.52,380.22,0,0,0
27-01-2021 13:30,377.12,2,-4.56,379.4,1,0,0
27-01-2021 14:00,375.93,2,-6.94,379.4,1,0,0
27-01-2021 14:30,373.64,2,-11.52,379.4,1,0,0
27-01-2021 15:00,373.13,2,-12.54,379.4,1,0,0
27-01-2021 15:30,372.01,2,-14.78,379.4,1,0,0
28-01-2021 09:30,375.89,1,-2.69,378.58,1,0,0
28-01-2021 10:00,377.27,1,-1.31,378.58,1,0,0
28-01-2021 10:30,378.4,1,-0.18,378.58,1,0,0
28-01-2021 11:00,379.78,1,1.2,378.58,1,0,0
28-01-2021 11:30,379.54,1,0.96,378.58,1,0,0
28-01-2021 12:00,380.61,1,2.03,378.58,1,0,0
28-01-2021 12:30,381.22,1,2.64,378.58,1,0,0
28-01-2021 13:00,380.88,1,2.3,378.58,1,0,0
28-01-2021 13:30,381.17,1,2.59,378.58,1,0,0
28-01-2021 14:00,380.43,1,1.85,378.58,1,0,0
28-01-2021 14:30,379.95,1,1.37,378.58,1,0,0
28-01-2021 15:00,379.33,1,0.75,378.58,1,0,0
28-01-2021 15:30,377.26,1,-1.32,378.58,1,0,0
29-01-2021 09:30,373.16,2,-7.83,377.075,1,0,0
29-01-2021 10:00,374.55,2,-5.05,377.075,1,0,0
29-01-2021 10:30,374.44,2,-5.27,377.075,1,0,0
29-01-2021 11:00,372.67,2,-8.81,377.075,1,0,0
29-01-2021 11:30,371.8,2,-10.55,377.075,1,0,0
29-01-2021 12:00,370.53,2,-13.09,377.075,1,0,0
29-01-2021 12:30,368.57,3,-20.87,375.5266667,2,0,0
29-01-2021 13:00,368.29,3,-21.71,375.5266667,2,0,0
29-01-2021 13:30,369.55,3,-17.93,375.5266667,2,0,0
29-01-2021 14:00,369.68,3,-17.54,375.5266667,2,0,0
29-01-2021 14:30,369.71,3,-17.45,375.5266667,2,0,0
29-01-2021 15:00,370.79,3,-14.21,375.5266667,2,0,0
29-01-2021 15:30,369.95,3,-16.73,375.5266667,2,0,0
01-02-2021 09:30,371.42,3,-10.5622,374.9407333,1,0,0
01-02-2021 10:00,371.73,2,-8.9322,376.1961,1,0,0
01-02-2021 10:30,372.47,2,-7.4522,376.1961,1,0,0
01-02-2021 11:00,372.27,2,-7.8522,376.1961,1,0,0
01-02-2021 11:30,374.53,2,-3.3322,376.1961,1,0,0
01-02-2021 12:00,375.17,3,-1.9122,375.8074,1,0,0
01-02-2021 12:30,375.68,4,-0.7222,375.86055,2,0,0
01-02-2021 13:00,376.13,4,1.0778,375.86055,2,0,0
01-02-2021 13:30,375.83,4,-0.1222,375.86055,2,0,0
01-02-2021 14:00,376.06,4,0.7978,375.86055,2,0,0
01-02-2021 14:30,376.72,4,3.4378,375.86055,2,0,0
01-02-2021 15:00,376.31,5,1.0875,376.0925,3,0,0
01-02-2021 15:30,376.07,5,-0.1125,376.0925,3,0,0
02-02-2021 09:30,379.6,3,7.1797,377.2067667,3,0,0
02-02-2021 10:00,380.89,3,11.0497,377.2067667,3,0,0
02-02-2021 10:30,381.44,3,12.6997,377.2067667,3,0,0
02-02-2021 11:00,381.93,3,14.1697,377.2067667,3,0,0
02-02-2021 11:30,382.39,3,15.5497,377.2067667,3,0,0
02-02-2021 12:00,382.51,3,15.9097,377.2067667,3,0,0
02-02-2021 12:30,382.53,3,15.9697,377.2067667,3,0,0
02-02-2021 13:00,382.22,3,15.0397,377.2067667,3,0,0
02-02-2021 13:30,382.44,3,15.6997,377.2067667,3,0,0
02-02-2021 14:00,382.47,3,15.7897,377.2067667,3,0,0
02-02-2021 14:30,382.55,3,16.0297,377.2067667,3,0,0
02-02-2021 15:00,382.39,3,15.5497,377.2067667,3,0,0
02-02-2021 15:30,381.38,3,12.5197,377.2067667,3,0,0
03-02-2021 09:30,381.77,4,12.9097,378.542575,0,0,0
03-02-2021 10:00,380.73,1,-1.82,382.55,0,0,0
03-02-2021 10:30,380.49,2,-4.61,382.795,1,0,0
03-02-2021 11:00,381.43,2,-2.73,382.795,1,0,0
03-02-2021 11:30,381.59,2,-2.41,382.795,1,0,0
03-02-2021 12:00,382.39,2,-0.81,382.795,1,0,0
03-02-2021 12:30,382.2,2,-1.19,382.795,1,0,0
03-02-2021 13:00,382.65,2,-0.29,382.795,1,0,0
03-02-2021 13:30,382.8,2,0.01,382.795,1,0,0
03-02-2021 14:00,383.25,2,0.91,382.795,1,0,0
03-02-2021 14:30,383.03,2,0.47,382.795,1,0,0
03-02-2021 15:00,382.39,2,-0.81,382.795,1,0,0
03-02-2021 15:30,381.85,2,-1.89,382.795,1,0,0
04-02-2021 09:30,382.78,1,-0.26,383.04,1,0,0
04-02-2021 10:00,383.56,1,0.52,383.04,1,0,0
04-02-2021 10:30,383.63,1,0.59,383.04,1,0,0
04-02-2021 11:00,384.18,1,1.14,383.04,1,0,0
04-02-2021 11:30,384.3,1,1.26,383.04,1,0,0
04-02-2021 12:00,384.57,1,1.53,383.04,1,0,0
04-02-2021 12:30,384.62,1,1.58,383.04,1,0,0
04-02-2021 13:00,384.72,1,1.68,383.04,1,0,0
04-02-2021 13:30,385.13,1,2.09,383.04,1,0,0
04-02-2021 14:00,385.07,1,2.03,383.04,1,0,0
04-02-2021 14:30,385.12,1,2.08,383.04,1,0,0
04-02-2021 15:00,384.97,1,1.93,383.04,1,0,0
04-02-2021 15:30,384.98,1,1.94,383.04,1,0,0
05-02-2021 09:30,387.05,2,2.8422,385.6289,0,0,0
05-02-2021 10:00,386.49,1,-1.7278,388.2178,0,0,0
05-02-2021 10:30,387.11,1,-1.1078,388.2178,0,0,0
05-02-2021 11:00,387.11,1,-1.1078,388.2178,0,0,0
05-02-2021 11:30,387.31,1,-0.9078,388.2178,0,0,0
05-02-2021 12:00,387.2,1,-1.0178,388.2178,0,0,0
05-02-2021 12:30,387.78,1,-0.4378,388.2178,0,0,0
05-02-2021 13:00,387.99,1,-0.2278,388.2178,0,0,0
05-02-2021 13:30,387.57,1,-0.6478,388.2178,0,0,0
05-02-2021 14:00,387.415,1,-0.8028,388.2178,0,0,0
05-02-2021 14:30,387.33,1,-0.8878,388.2178,0,0,0
05-02-2021 15:00,387.2,1,-1.0178,388.2178,0,0,0
05-02-2021 15:30,387.19,1,-1.0278,388.2178,0,0,0
08-02-2021 09:30,389.11,1,-0.215,389.325,0,0,0
08-02-2021 10:00,389.25,1,-0.075,389.325,0,0,0
08-02-2021 10:30,389.35,1,0.025,389.325,0,0,0
08-02-2021 11:00,388.9,1,-0.425,389.325,0,0,0
08-02-2021 11:30,388.35,1,-0.975,389.325,0,0,0
08-02-2021 12:00,388.91,1,-0.415,389.325,0,0,0
08-02-2021 12:30,388.92,1,-0.405,389.325,0,0,0
08-02-2021 13:00,388.82,1,-0.505,389.325,0,0,0
08-02-2021 13:30,388.59,1,-0.735,389.325,0,0,0
08-02-2021 14:00,388.77,1,-0.555,389.325,0,0,0
08-02-2021 14:30,388.84,1,-0.485,389.325,0,0,0
08-02-2021 15:00,389.24,1,-0.085,389.325,0,0,0
08-02-2021 15:30,389.41,1,0.085,389.325,0,0,0
09-02-2021 09:30,389.17,1,-0.86,390.03,1,0,0
09-02-2021 10:00,389.83,1,-0.2,390.03,1,0,0
09-02-2021 10:30,389.97,1,-0.06,390.03,1,0,0
09-02-2021 11:00,389.4,1,-0.63,390.03,1,0,0
09-02-2021 11:30,389.59,1,-0.44,390.03,1,0,0
09-02-2021 12:00,390.02,1,-0.01,390.03,1,0,0
09-02-2021 12:30,390.51,1,0.48,390.03,1,0,0
09-02-2021 13:00,390.2,1,0.17,390.03,1,0,0
09-02-2021 13:30,390.19,1,0.16,390.03,1,0,0
09-02-2021 14:00,390.37,1,0.34,390.03,1,0,0
09-02-2021 14:30,390.65,1,0.62,390.03,1,0,0
09-02-2021 15:00,390.46,1,0.43,390.03,1,0,0
09-02-2021 15:30,389.89,1,-0.14,390.03,1,0,0
10-02-2021 09:30,391.37,2,0.61,391.065,0,0,0
10-02-2021 10:00,388.69,1,-3.41,392.1,0,0,0
10-02-2021 10:30,387.51,1,-4.59,392.1,0,0,0
10-02-2021 11:00,388.85,1,-3.25,392.1,0,0,0
10-02-2021 11:30,388.86,1,-3.24,392.1,0,0,0
10-02-2021 12:00,388.66,1,-3.44,392.1,0,0,0
10-02-2021 12:30,389.01,1,-3.09,392.1,0,0,0
10-02-2021 13:00,389.4,1,-2.7,392.1,0,0,0
10-02-2021 13:30,389.41,1,-2.69,392.1,0,0,0
10-02-2021 14:00,389.46,1,-2.64,392.1,0,0,0
10-02-2021 14:30,390.2,1,-1.9,392.1,0,0,0
10-02-2021 15:00,390.19,1,-1.91,392.1,0,0,0
10-02-2021 15:30,389.39,1,-2.71,392.1,0,0,0
11-02-2021 09:30,390.37,0,0,0,0,0,0
11-02-2021 10:00,390.34,0,0,0,0,0,0
11-02-2021 10:30,390.4,0,0,0,0,0,0
11-02-2021 11:00,390.15,0,0,0,0,0,0
11-02-2021 11:30,390.34,0,0,0,0,0,0
11-02-2021 12:00,388.67,0,0,0,0,0,0
11-02-2021 12:30,388.11,0,0,0,0,0,0
11-02-2021 13:00,388.82,0,0,0,0,0,0
11-02-2021 13:30,389.48,0,0,0,0,0,0
11-02-2021 14:00,388.81,0,0,0,0,0,0
11-02-2021 14:30,389.02,0,0,0,0,0,0
11-02-2021 15:00,389.66,0,0,0,0,0,0
11-02-2021 15:30,389.9,0,0,0,0,0,0
12-02-2021 09:30,389.78,1,-0.05,389.83,0,0,0
12-02-2021 10:00,390.27,1,0.44,389.83,0,0,0
12-02-2021 10:30,390.05,1,0.22,389.83,0,0,0
12-02-2021 11:00,391.03,2,1.225,390.4175,0,0,0
12-02-2021 11:30,391.23,2,1.625,390.4175,0,0,0
12-02-2021 12:00,391.22,2,1.605,390.4175,0,0,0
12-02-2021 12:30,390.97,2,1.105,390.4175,0,0,0
12-02-2021 13:00,390.52,2,0.205,390.4175,0,0,0
12-02-2021 13:30,390.65,2,0.465,390.4175,0,0,0
12-02-2021 14:00,390.55,2,0.265,390.4175,0,0,0
12-02-2021 14:30,390.64,2,0.445,390.4175,0,0,0
12-02-2021 15:00,391.03,2,1.225,390.4175,0,0,0
12-02-2021 15:30,391.37,2,1.905,390.4175,0,0,0
16-02-2021 09:30,393.26,2,0.485,393.0175,0,0,0
16-02-2021 10:00,392.84,1,-1.19,394.03,0,0,0
16-02-2021 10:30,392.405,1,-1.625,394.03,0,0,0
16-02-2021 11:00,392.42,1,-1.61,394.03,0,0,0
16-02-2021 11:30,391.92,1,-2.11,394.03,0,0,0
16-02-2021 12:00,391.53,1,-2.5,394.03,0,0,0
16-02-2021 12:30,392.47,1,-1.56,394.03,0,0,0
16-02-2021 13:00,392.69,1,-1.34,394.03,0,0,0
16-02-2021 13:30,392.47,1,-1.56,394.03,0,0,0
16-02-2021 14:00,392.51,1,-1.52,394.03,0,0,0
16-02-2021 14:30,392.49,1,-1.54,394.03,0,0,0
16-02-2021 15:00,392.38,1,-1.65,394.03,0,0,0
16-02-2021 15:30,392.01,1,-2.02,394.03,0,0,0
17-02-2021 09:30,389.33,1,-1.09,390.42,0,0,0
17-02-2021 10:00,390.24,2,-0.98,390.73,0,0,0
17-02-2021 10:30,390.07,3,-2.317,390.8423333,1,0,0
17-02-2021 11:00,389.63,3,-3.637,390.8423333,1,0,0
17-02-2021 11:30,389.48,3,-4.087,390.8423333,1,0,0
17-02-2021 12:00,390.36,3,-1.447,390.8423333,1,0,0
17-02-2021 12:30,390.82,3,-0.067,390.8423333,1,0,0
17-02-2021 13:00,390.96,3,0.353,390.8423333,1,0,0
17-02-2021 13:30,391.18,3,1.013,390.8423333,1,0,0
17-02-2021 14:00,391.27,3,1.283,390.8423333,1,0,0
17-02-2021 14:30,391.28,3,1.313,390.8423333,1,0,0
17-02-2021 15:00,391.77,3,2.783,390.8423333,1,0,0
17-02-2021 15:30,392.03,3,3.563,390.8423333,1,0,0
18-02-2021 09:30,388.89,1,-2.177,391.067,1,0,0
18-02-2021 10:00,387.88,1,-3.187,391.067,1,0,0
18-02-2021 10:30,387.75,1,-3.317,391.067,1,0,0
18-02-2021 11:00,388.72,1,-2.347,391.067,1,0,0
18-02-2021 11:30,388.69,1,-2.377,391.067,1,0,0
18-02-2021 12:00,388.21,1,-2.857,391.067,1,0,0
18-02-2021 12:30,388.9,1,-2.167,391.067,1,0,0
18-02-2021 13:00,388.83,1,-2.237,391.067,1,0,0
18-02-2021 13:30,390.15,1,-0.917,391.067,1,0,0
18-02-2021 14:00,390.24,1,-0.827,391.067,1,0,0
18-02-2021 14:30,390.48,1,-0.587,391.067,1,0,0
18-02-2021 15:00,390.88,1,-0.187,391.067,1,0,0
18-02-2021 15:30,390.39,1,-0.677,391.067,1,0,0
19-02-2021 09:30,391.06,2,-1.117,391.6185,0,0,0
19-02-2021 10:00,391.3,1,-0.87,392.17,0,0,0
19-02-2021 10:30,391.49,1,-0.68,392.17,0,0,0
19-02-2021 11:00,391.86,1,-0.31,392.17,0,0,0
19-02-2021 11:30,391.71,1,-0.46,392.17,0,0,0
19-02-2021 12:00,390.8,1,-1.37,392.17,0,0,0
19-02-2021 12:30,390.12,1,-2.05,392.17,0,0,0
19-02-2021 13:00,389.85,1,-2.32,392.17,0,0,0
19-02-2021 13:30,390,1,-2.17,392.17,0,0,0
19-02-2021 14:00,389.68,1,-2.49,392.17,0,0,0
19-02-2021 14:30,389.77,1,-2.4,392.17,0,0,0
19-02-2021 15:00,390.17,1,-2,392.17,0,0,0
19-02-2021 15:30,389.55,1,-2.62,392.17,0,0,0
22-02-2021 09:30,386.755,1,-0.305,387.06,0,0,0
22-02-2021 10:00,387.19,2,-0.7,387.54,1,0,0
22-02-2021 10:30,386.95,2,-1.18,387.54,1,0,0
22-02-2021 11:00,386.92,2,-1.24,387.54,1,0,0
22-02-2021 11:30,387.69,2,0.3,387.54,1,0,0
22-02-2021 12:00,387.58,2,0.08,387.54,1,0,0
22-02-2021 12:30,387.86,2,0.64,387.54,1,0,0
22-02-2021 13:00,388.52,2,1.96,387.54,1,0,0
